	Movie	Month	Day	Release Year	Budget($M)	Domestic Gross($M)	Worldwide Gross($M)	URL	Language	Country	Genre	CastID	Rating	DirectorID
71	Monsters vs. Aliens	Mar	27	2009	175.0	198.351526	381.68738	/title/tt0892782/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Action', 'Adventure']	['nm0000702/', 'nm0736622/', 'nm0491402/', 'nm0004715/', 'nm0000662/', 'nm0933988/', 'nm0170306/', 'nm0748620/', 'nm0925033/', 'nm0001787/']	5.8	nm0510731
72	G.I. Joe: The Rise of Cobra	Aug	7	2009	175.0	150.201498	302.469017	/title/tt1046173/?ref_=fn_al_tt_1	['English', 'French', 'Scot']	['USA', 'C']	['Action', 'Adventure', 'Sci-Fi']	['nm0015382/', 'nm0001172/', 'nm0280081/', 'nm0330687/', 'nm1795989/', 'nm1081656/', 'nm0496932/', 'nm1092227/', 'nm0614903/', 'nm0629697/']		nm0269463
73	Wild Wild West	Jun	30	1999	175.0	113.805681	221.229335	/title/tt0120891/?ref_=fn_al_tt_1	[]	[]	[]	['', '', '', '', '', '', '', '', '', '']	5.2	nm0230032
74	The Mummy: Tomb of the Dragon Emperor	Aug	1	2008	175.0	102.491776	405.760225	/title/tt0859163/?ref_=fn_al_tt_1	['English', 'Mandarin', 'Sanskrit']	['USA', 'Germany', 'China']	['Action', 'Adventure', 'Fantasy']	['nm0000409/', 'nm0001472/', 'nm0004742/', 'nm0001314/', 'nm0000706/', 'nm1047329/', 'nm1884816/', 'nm0938893/', 'nm0005568/', 'nm0192377/']	5.4	nm0215455
75	Evan Almighty	Jun	22	2007	175.0	100.28969	174.131329	/title/tt0413099/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Family', 'Fantasy']	['nm0136797/', 'nm0000151/', 'nm0334179/', 'nm2215447/', 'nm1775177/', 'nm1497548/', 'nm0000422/', 'nm0843100/', 'nm0383422/', 'nm1706767/']	6.1	nm0043742
76	Waterworld	Jul	28	1995	175.0	88.24622	264.24622	/title/tt0114898/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Sci-Fi']	['nm0000126/', 'nm0320581/', 'nm0043173/', 'nm0130107/', 'nm0443601/', 'nm0162361/', 'nm0596310/', 'nm0433906/', 'nm0218194/', 'nm0678314/']	6.3	nm0230032
77	47 Ronin	Dec	25	2013	175.0	38.362475	151.659062	/title/tt1335975/?ref_=fn_al_tt_1	['English', 'Japanese']	['USA']	['Action', 'Adventure', 'Drama']	['nm0000206/', 'nm0760796/', 'nm0793069/', 'nm0038355/', 'nm0849032/', 'nm2064011/', 'nm2612087/', 'nm5507903/', 'nm4187460/', 'nm5072162/']	8.1	nm0677037
78	Guardians of the Galaxy	Aug	1	2014	170.0	333.172112	771.172112	/title/tt2015381/?ref_=fn_al_tt_1	['English']	['USA', 'UK']	['Action', 'Adventure', 'Sci-Fi']	['nm0695435/', 'nm0757855/', 'nm1176985/', 'nm0004874/', 'nm0177896/', 'nm1195855/', 'nm0740264/', 'nm2394794/', 'nm0005023/', 'nm0000604/']	7.0	nm1224299
79	Iron Man 2	May	7	2010	170.0	312.433331	623.561331	/title/tt1228705/?ref_=fn_al_tt_1	['English', 'French', 'Russian']	['USA']	['Action', 'Adventure', 'Sci-Fi']	['nm0000375/', 'nm0000569/', 'nm0000332/', 'nm0424060/', 'nm0005377/', 'nm0000620/', 'nm0000168/', 'nm0163988/', 'nm0805476/', 'nm0788009/']	7.8	nm0970447
80	Captain America: The Winter Soldier	Apr	4	2014	170.0	259.746958	714.401889	/title/tt1843866/?ref_=fn_al_tt_1	['English', 'French']	['USA']	['Action', 'Adventure', 'Sci-Fi']	['nm0262635/', 'nm0000168/', 'nm0424060/', 'nm0000602/', 'nm1659221/', 'nm1107001/', 'nm1130627/', 'nm0342029/', 'nm0380073/', 'nm0885840/']	7.6	nm0814085
81	Dawn of the Planet of the Apes	Jul	11	2014	170.0	208.545589	703.545589	/title/tt2103281/?ref_=fn_al_tt_1	['English', 'Amer']	['USA', 'UK', 'Canada']	['Action', 'Adventure', 'Drama']	['nm0785227/', 'nm0164809/', 'nm0000198/', 'nm0005392/', 'nm1527905/', 'nm2240346/', 'nm0009716/', 'nm3231354/', 'nm1024953/', 'nm0465269/']	6.6	
82	The Polar Express	Nov	10	2004	170.0	194.949659	319.090241	/title/tt0338348/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Adventure', 'Family']	['nm0000158/', 'nm0366667/', 'nm0214430/', 'nm0310850/', 'nm0778642/', 'nm3389990/', 'nm1742356/', 'nm1745168/', 'nm0579178/', 'nm1742059/']	6.1	nm0003418
83	Snow White and the Huntsman	Jun	1	2012	170.0	155.136755	401.016924	/title/tt1735898/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Drama']	['nm0829576/', 'nm1165110/', 'nm0000234/', 'nm3510471/', 'nm0819874/', 'nm0574534/', 'nm0001364/', 'nm0935653/', 'nm0296545/', 'nm0550371/']	6.3	nm0001723
84	Terminator 3: Rise of the Machines	Jul	1	2003	170.0	150.358296	433.058296	/title/tt0181852/?ref_=fn_al_tt_1	['English']	['USA', 'Germany', 'UK']	['Action', 'Sci-Fi', 'Thriller']	['nm0000216/', 'nm0001763/', 'nm0000132/', 'nm0518085/', 'nm0028625/', 'nm0266611/', 'nm0091286/', 'nm0365128/', 'nm0076718/', 'nm0492441/']	5.9	nm0721817
85	Van Helsing	May	7	2004	170.0	120.150546	300.150546	/title/tt5197820/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Drama', 'Fantasy']	['nm0653952/', 'nm0769157/', 'nm0382216/', 'nm0301925/', 'nm1113471/', 'nm6805740/', 'nm0006820/', 'nm0424035/', '', '']	6.5	nm0727754
86	Tomorrowland	May	22	2015	170.0	93.436322	205.336322	/title/tt1964418/?ref_=fn_al_tt_1	['English', 'French', 'Japanese']	['USA', 'Spain', 'France', 'UK']	['Action', 'Adventure', 'Family']	['nm0000123/', 'nm0491402/', 'nm1429380/', 'nm3864163/', 'nm0005210/', 'nm1063517/', 'nm1221047/', 'nm0061777/', 'nm1740829/', 'nm3163952/']	6.2	nm0348181
87	Alice Through the Looking Glass	May	27	2016	170.0	77.042381	277.442381	/title/tt2567026/?ref_=fn_al_tt_1	['English']	['USA', 'UK']	['Adventure', 'Family', 'Fantasy']	['nm0000136/', 'nm1985859/', 'nm0000307/', 'nm0004266/', 'nm0056187/', 'nm0406975/', 'nm0524240/', 'nm0242026/', 'nm1095324/', 'nm0416524/']	6.3	nm0269463
88	Shrek Forever After	May	21	2010	165.0	238.736787	756.244673	/title/tt0892791/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Adventure', 'Comedy']	['nm0000196/', 'nm0000552/', 'nm0000139/', 'nm0000104/', 'nm0000267/', 'nm0358316/', 'nm0000092/', 'nm0230666/', 'nm0528331/', 'nm0732497/']	7.8	nm0751577
89	Big Hero 6	Nov	7	2014	165.0	222.527828	652.127828	/title/tt2245084/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Action', 'Adventure']	['nm0012523/', 'nm3994407/', 'nm2024644/', 'nm2554352/', 'nm1512166/', 'nm0915458/', 'nm1270009/', 'nm0000342/', 'nm0876138/', 'nm0748973/']	8.1	nm0751648
90	How to Train Your Dragon	Mar	26	2010	165.0	217.581231	494.870991	/title/tt0892769/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Adventure', 'Comedy']	['nm0059431/', 'nm0124930/', 'nm0272401/', 'nm1065229/', 'nm1706767/', 'nm2395586/', 'nm2554352/', 'nm1325419/', 'nm0235960/', 'nm1213504/']	7.7	nm0716257
91	Wreck-It Ralph	Nov	2	2012	165.0	189.412677	496.511521	/title/tt1772341/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Adventure', 'Comedy']	['nm0000604/', 'nm0798971/', 'nm1442113/', 'nm0528331/', 'nm0876138/', 'nm1411676/', 'nm0516266/', 'nm0642145/', 'nm0371660/', 'nm0566052/']	8.6	nm0000709
92	Interstellar	Nov	5	2014	165.0	188.017894	665.417894	/title/tt0816692/?ref_=fn_al_tt_1	['English']	['USA', 'UK', 'Canada', 'Iceland']	['Adventure', 'Drama', 'Sci-Fi']	['nm0000995/', 'nm0000190/', 'nm3237775/', 'nm0001475/', 'nm3154303/', 'nm0654648/', 'nm2180792/', 'nm0565133/', 'nm0410347/', 'nm0004266/']	5.3	nm2782185
93	Independence Day: Resurgence	Jun	24	2016	165.0	103.144286	387.644286	/title/tt1628841/?ref_=fn_al_tt_1	['English', 'Mandarin']	['USA']	['Action', 'Adventure', 'Sci-Fi']	['nm2955013/', 'nm0000156/', 'nm1900772/', 'nm0000597/', 'nm2140860/', 'nm0000688/', 'nm0001209/', 'nm0002139/', 'nm0000653/', 'nm0820520/']	6.1	nm0609236
94	Cowboys and Aliens	Jul	29	2011	163.0	100.240551	175.910315	/title/tt3024108/?ref_=fn_al_tt_1	['English']	['USA']	['Documentary']	['', '', '', '', '', '', '', '', '', '']	8.8	nm0083348
95	Shrek the Third	May	17	2007	160.0	322.719944	807.330936	/title/tt0413267/?ref_=fn_al_tt_1	['English', 'Japanese', 'French']	['USA', 'UK']	['Animation', 'Adventure', 'Comedy']	['nm0000196/', 'nm0000552/', 'nm0000139/', 'nm0000104/', 'nm0000267/', 'nm0000092/', 'nm0000391/', 'nm0001385/', 'nm0005493/', 'nm0086840/']	6.6	nm0090386
96	Inception	Jul	16	2010	160.0	292.576195	832.584416	/title/tt1375666/?ref_=fn_al_tt_1	['English']	['USA', 'Germany']	['Action', 'Adventure', 'Sci-Fi']	['nm0000138/', 'nm0330687/', 'nm0680983/', 'nm0362766/', 'nm0913822/', 'nm2438307/', 'nm0614165/', 'nm0000297/', 'nm0182839/', 'nm0000592/']	6.4	nm0593610
97	The Hunger Games: Mockingjay - Part 2	Nov	20	2015	160.0	281.723902	650.523427	/title/tt1951266/?ref_=fn_al_tt_1	['English']	['Canada']	['Action', 'Adventure', 'Sci-Fi']	['nm2225369/', 'nm1242688/', 'nm2955013/', 'nm0000437/', 'nm0000661/', 'nm0000450/', 'nm0000194/', 'nm3094377/', 'nm3510471/', 'nm0006969/']	6.4	nm2320658
98	Fast and Furious 6	May	24	2013	160.0	238.67985	789.952811	/title/tt4106374/?ref_=fn_al_tt_1	['English', 'Japanese']	['USA', 'Japan']	['Action']	['', '', '', '', '', '', '', '', '', '']	7.8	nm0930261
99	X-Men: First Class	Jun	3	2011	160.0	146.408305	355.408305	/title/tt1270798/?ref_=fn_al_tt_1	['English', 'Russian', 'French']	['USA']	['Action', 'Adventure', 'Sci-Fi']	['nm0564215/', 'nm2875966/', 'nm1055413/', 'nm2389463/', 'nm0000102/', 'nm0126284/', 'nm2225369/', 'nm0323764/', 'nm2079681/', 'nm0001624/']	6.1	nm0761498
100	The Curious Case of Benjamin Button	Dec	25	2008	160.0	127.509326	329.809326	/title/tt0421715/?ref_=fn_al_tt_1	['English', 'Cantonese', 'Ukrainian']	['USA']	['Drama', 'Fantasy', 'Romance']	['nm0000949/', 'nm0000093/', 'nm0000566/', 'nm0150330/', 'nm0000480/', 'nm1251245/', 'nm2164690/', 'nm1767280/', 'nm0582726/', 'nm0002076/']	5.6	nm0601781
101	The Sorcerer's Apprentice	Jul	14	2010	160.0	63.150991	217.98632	/title/tt0963966/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Action', 'Adventure', 'Family']	['nm0000115/', 'nm0059431/', 'nm0000547/', 'nm1954240/', 'nm1527905/', 'nm0589077/', 'nm0000899/', 'nm0000481/', 'nm1544084/', 'nm0827044/']	6.9	nm0634240
102	Poseidon	May	12	2006	160.0	60.674817	181.674817	/title/tt0409182/?ref_=fn_al_tt_1	['English']	['China', 'Canada', 'Japan', 'USA']	['Action', 'Adventure', 'Drama']	['nm0524197/', 'nm0000621/', 'nm0057150/', 'nm0000377/', 'nm0002536/', 'nm0535502/', 'nm1036181/', 'nm0001143/', 'nm0135585/', 'nm1497548/']	7.2	nm0000386
103	Warcraft	Jun	10	2016	160.0	47.225655	433.125655	/title/tt0803096/?ref_=fn_al_tt_1	['English']	['', 'USA']	['Action', 'Adventure', 'Fantasy']	['nm1379938/', 'nm1745736/', 'nm0004936/', 'nm1002641/', 'nm1527905/', 'nm3115493/', 'nm2059117/', 'nm0000317/', 'nm0943079/', 'nm1550948/']	6.3	nm3735491
104	Deepwater Horizon	Sep	30	2016	156.0	25.439985	37.839985	/title/tt1860357/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Drama', 'Thriller']	['nm0000242/', 'nm0000621/', 'nm0341174/', 'nm0003069/', 'nm0159609/', 'nm1752221/', 'nm0500894/', 'nm0000518/', 'nm1296223/', 'nm0263625/']	6.5	nm0401203
105	The Chronicles of Narnia: The Voyage of the Dawn Treader	Dec	10	2010	155.0	104.38695	418.18695	/title/tt0980970/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Family', 'Fantasy']	['nm1670137/', 'nm1342727/', 'nm1602660/', 'nm2401020/', 'nm0842251/', 'nm0635909/', 'nm0817748/', 'nm0113125/', 'nm3049546/', 'nm0600461/']	5.6	nm0634240
106	Terminator: Genisys	Jul	1	2015	155.0	89.760956	440.160956	/title/tt1340138/?ref_=fn_al_tt_1	['English']	['Germany', 'USA', 'Netherlands', 'France', 'UK', 'Italy']	['Action', 'Adventure', 'Sci-Fi']	['nm0000216/', 'nm0164809/', 'nm3592338/', 'nm2541974/', 'nm0799777/', 'nm3912883/', 'nm1741002/', 'nm0005524/', 'nm0496932/', 'nm0321591/']	6.1	nm1349376
107	Alexander	Nov	24	2004	155.0	34.297191	167.297191	/title/tt0346491/?ref_=fn_al_tt_1	['English', 'Japanese', 'French']	['USA']	['Action', 'Adventure', 'Biography']	['nm0000164/', 'nm1525717/', 'nm1752523/', 'nm0001401/', 'nm0000174/', 'nm0642605/', 'nm1269733/', 'nm1752507/', 'nm0000306/', 'nm1752540/']	7.1	nm2790366
108	Pearl Harbor	May	25	2001	151.5	198.539855	449.239855	/title/tt0213149/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Action', 'Drama', 'History']	['nm0000255/', 'nm0001326/', 'nm0000295/', 'nm0005406/', 'nm0957643/', 'nm0001971/', 'nm0000285/', 'nm0454809/', 'nm0446070/', 'nm0004950/']	7.5	nm2284484
109	Transformers	Jul	2	2007	151.0	319.246193	708.272592	/title/tt0418279/?ref_=fn_al_tt_1	['English', 'Icelandic']	['USA']	['Action', 'Adventure', 'Sci-Fi']	['nm0479471/', 'nm1083271/', 'nm0241049/', 'nm0879085/', 'nm1592225/', 'nm0026364/', 'nm0000685/', 'nm0001806/', 'nm0642259/', 'nm0242656/']	8.0	nm0891216
110	Frozen	Nov	22	2013	150.0	400.738009	1274.23498	/title/tt2294629/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Adventure', 'Comedy']	['nm0068338/', 'nm0579953/', 'nm2676147/', 'nm1265802/', 'nm2949014/', 'nm0876138/', 'nm0001354/', 'nm0930261/', 'nm0027459/', 'nm6104921/']	7.5	nm0000399
111	Zootopia	Mar	4	2016	150.0	341.268248	1021.768248	/title/tt2948356/?ref_=fn_al_tt_1	['English']	['UK', 'USA']	['Animation', 'Adventure', 'Comedy']	['nm0329481/', 'nm0000867/', 'nm0252961/', 'nm2809577/', 'nm1535594/', 'nm0001372/', 'nm0482141/', 'nm0001045/', 'nm0799777/', 'nm0818055/']	7.7	nm0005509
112	Harry Potter and the Order of the Phoenix	Jul	11	2007	150.0	292.004738	942.943935	/title/tt0373889/?ref_=fn_al_tt_1	['English', 'French']	['UK', 'USA']	['Adventure', 'Family', 'Fantasy']	['nm0705356/', 'nm0577982/', 'nm2144593/', 'nm2178650/', 'nm0402898/', 'nm1402510/', 'nm0789716/', 'nm0341743/', 'nm0828961/', 'nm0712628/']	7.2	nm0000583
113	Harry Potter and the Goblet of Fire	Nov	18	2005	150.0	290.013036	896.911078	/title/tt0330373/?ref_=fn_al_tt_1	['English', 'French']	['USA', 'Australia']	['Adventure', 'Family', 'Fantasy']	['nm0843059/', 'nm0001758/', 'nm0855039/', 'nm0705356/', 'nm0914612/', 'nm0342488/', 'nm0931247/', 'nm0962359/', 'nm0962360/', 'nm0942247/']	7.2	nm1512910
114	The Matrix Reloaded	May	15	2003	150.0	281.553689	738.576929	/title/tt0234215/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Sci-Fi']	['nm0030991/', 'nm0031655/', 'nm1060253/', 'nm1369391/', 'nm0048127/', 'nm0060561/', 'nm0061334/', 'nm0000899/', 'nm0076780/', 'nm0077688/']	6.4	nm0000916
115	I am Legend	Dec	14	2007	150.0	256.39301	585.532684	/title/tt0480249/?ref_=fn_al_tt_1	['English', 'Japanese']	['USA']	['Drama', 'Horror', 'Sci-Fi']	['nm0000226/', 'nm0103797/', 'nm2253071/', 'nm0724757/', 'nm2405238/', 'nm0287756/', 'nm0333318/', 'nm0005231/', 'nm2724906/', 'nm8421984/']	6.7	nm0000776
116	Hancock	Jul	1	2008	150.0	227.946274	624.234272	/title/tt0448157/?ref_=fn_al_tt_1	['English']	['USA', 'UK', 'Australia']	['Action', 'Crime', 'Drama']	['nm0000226/', 'nm0000234/', 'nm0000867/', 'nm2052567/', 'nm0550371/', 'nm0559869/', 'nm0280097/', 'nm0502073/', 'nm0301959/', 'nm1190513/']	8.0	nm0851930
117	Charlie and the Chocolate Factory	Jul	15	2005	150.0	206.459076	475.825484	/title/tt0367594/?ref_=fn_al_tt_1	['English', 'French']	['USA']	['Adventure', 'Comedy', 'Family']	['nm0000136/', 'nm0383603/', 'nm0446303/', 'nm0000307/', 'nm0852965/', 'nm0701512/', 'nm0289038/', 'nm0746989/', 'nm0000489/', 'nm0324134/']	7.0	nm0000231
118	Ratatouille	Jun	29	2007	150.0	206.445654	626.549695	/title/tt0382932/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Comedy', 'Family']	['nm0652663/', 'nm0000453/', 'nm0738918/', 'nm0001133/', 'nm0812307/', 'nm0000564/', 'nm0004951/', 'nm0000413/', 'nm0004715/', 'nm2029107/']	8.3	nm0000881
119	Thor: The Dark World	Nov	8	2013	150.0	206.36214	644.602516	/title/tt1981115/?ref_=fn_al_tt_1	['English', 'Urdu', 'Mandarin']	['USA', 'UK']	['Action', 'Adventure', 'Sci-Fi']	['nm1165110/', 'nm0000204/', 'nm1089991/', 'nm0000164/', 'nm0001172/', 'nm1526352/', 'nm1157048/', 'nm0829032/', 'nm0038355/', 'nm0252961/']	7.4	nm0000881
120	Batman Begins	Jun	15	2005	150.0	205.343774	359.142722	/title/tt0372784/?ref_=fn_al_tt_1	['English', 'Swedish', 'German']	['China', '', 'USA']	['Action', 'Adventure', 'Thriller']	['nm0000288/', 'nm0000323/', 'nm0000553/', 'nm0005017/', 'nm0000198/', 'nm0614165/', 'nm0929489/', 'nm0000442/', 'nm0913822/', 'nm0095478/']	7.0	nm0118333
121	Mission: Impossible - Rogue Nation	Jul	31	2015	150.0	195.042377	700.868363	/title/tt2381249/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Thriller']	['nm0000129/', 'nm0719637/', 'nm0670408/', 'nm0272581/', 'nm0000609/', 'nm0365317/', 'nm0564402/', 'nm1846368/', 'nm0390903/', 'nm0401638/']	6.7	nm1601644
122	Thor	May	6	2011	150.0	181.030624	449.326618	/title/tt0800369/?ref_=fn_al_tt_1	['English', 'Italian']	['USA']	['Action', 'Adventure', 'Fantasy']	['nm1165110/', 'nm0000204/', 'nm1089991/', 'nm0000164/', 'nm0001745/', 'nm0993507/', 'nm0163988/', 'nm0272173/', 'nm0252961/', 'nm0829032/']	6.7	nm0397174
123	Madagascar: Escape 2 Africa	Nov	7	2008	150.0	180.01095	599.516844	/title/tt0479952/?ref_=fn_al_tt_1	['English']	['USA', 'UK']	['Animation', 'Action', 'Adventure']	['nm0001774/', 'nm0001674/', 'nm0001710/', 'nm0000586/', 'nm0056187/', 'nm0147825/', 'nm0725200/', 'nm0005170/', 'nm0000285/', 'nm0791868/']	5.9	nm0601781
124	X-Men Origins: Wolverine	May	1	2009	150.0	179.883157	374.82576	/title/tt0458525/?ref_=fn_al_tt_1	['English']	['USA', 'Canada']	['Action', 'Adventure', 'Sci-Fi']	['nm0413168/', 'nm0000630/', 'nm0396812/', 'nm1443238/', 'nm1211488/', 'nm0243806/', 'nm0597480/', 'nm2018237/', 'nm2024644/', 'nm0005351/']	7.3	nm0946734
125	Night at the Museum: Battle of the Smithsonian	May	22	2009	150.0	177.243721	402.231063	/title/tt1078912/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Comedy', 'Family']	['nm0001774/', 'nm0010736/', 'nm0005562/', 'nm0000279/', 'nm0000245/', 'nm0001302/', 'nm0149260/', 'nm0176869/', 'nm0315041/', 'nm0352778/']	8.1	nm0001565
126	Kung Fu Panda 2	May	26	2011	150.0	165.249063	664.837547	/title/tt1302011/?ref_=fn_al_tt_1	['English', 'Russian']	['Australia', 'USA']	['Animation', 'Action', 'Adventure']	['nm0085312/', 'nm0001401/', 'nm0000163/', 'nm0000198/', 'nm0000329/', 'nm0736622/', 'nm0005154/', 'nm0189144/', 'nm0393222/', 'nm0000706/']	6.7	nm0905154
127	Mad Max: Fury Road	May	15	2015	150.0	153.636354	373.136354	/title/tt1392190/?ref_=fn_al_tt_1	['English', 'French']	['Australia', 'USA']	['Action', 'Adventure', 'Sci-Fi']	['nm0362766/', 'nm0000234/', 'nm0396558/', 'nm0117412/', 'nm2890541/', 'nm0428923/', 'nm2368789/', 'nm2492819/', 'nm2142336/', 'nm3880181/']	6.9	nm0905152
128	The Matrix Revolutions	Nov	5	2003	150.0	139.27091	427.30026	/title/tt0242653/?ref_=fn_al_tt_1	['English', 'Italian', 'Mandarin', 'Cantonese', 'German', 'Czech']	['USA', 'Germany', 'China', 'Italy']	['Action', 'Sci-Fi']	['nm0019569/', 'nm1470128/', 'nm0048127/', 'nm0063571/', 'nm0068206/', 'nm0000899/', 'nm1470267/', 'nm1480091/', 'nm0088513/', 'nm0101048/']	6.1	nm1349376
129	Mission: Impossible III	May	5	2006	150.0	133.501348	397.501348	/title/tt0317919/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Thriller']	['nm0000129/', 'nm0000450/', 'nm0000609/', 'nm0001082/', 'nm1157358/', 'nm0001667/', 'nm0005392/', 'nm0702572/', 'nm0670408/', 'nm0550371/']	7.2	nm0000916
130	Angels & Demons	May	15	2009	150.0	133.375846	490.875846	/title/tt0109127/?ref_=fn_al_tt_1	['English']	['USA', 'Malta', 'UK']	['Comedy', 'Family', 'Fantasy']	['nm0000418/', 'nm0002084/', 'nm0001103/', 'nm0000502/', 'nm0424565/', 'nm0761587/', 'nm0330687/', 'nm0204112/', 'nm0624510/', 'nm0519440/']	4.2	nm0000318
131	Troy	May	14	2004	150.0	133.298577	484.161265	/title/tt0332452/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'History', 'Romance']	['nm0002103/', 'nm0004051/', 'nm0428923/', 'nm0549538/', 'nm0808559/', 'nm0000093/', 'nm0795344/', 'nm0322407/', 'nm1208167/', 'nm0051509/']	6.1	nm0083348
132	The Last Airbender	Jul	1	2010	150.0	131.772187	319.713881	/title/tt0938283/?ref_=fn_al_tt_1	['English']	['USA', 'Australia']	['Action', 'Adventure', 'Family']	['nm3226241/', 'nm2353862/', 'nm2443758/', 'nm1717152/', 'nm0869467/', 'nm0541902/', 'nm0193295/', 'nm2437267/', 'nm0396455/', 'nm0347341/']	5.1	nm0684342
133	Bee Movie	Nov	2	2007	150.0	126.631277	287.594577	/title/tt0389790/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Adventure', 'Comedy']	['nm0000632/', 'nm0000250/', 'nm0000111/', 'nm0911320/', 'nm0000422/', 'nm0001674/', 'nm0000870/', 'nm0001469/', 'nm0005092/', 'nm0000501/']	6.9	nm0851930
134	G-Force	Jul	24	2009	150.0	119.43677	292.817841	/title/tt0436339/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Action', 'Adventure']	['nm0631490/', 'nm0004715/', 'nm0302108/', 'nm0307726/', 'nm1090133/', 'nm2500832/', 'nm0144133/', 'nm0174780/', 'nm0621788/', 'nm1742252/']	5.8	nm0634240
135	Bolt	Nov	21	2008	150.0	114.053759	328.015209	/title/tt0397892/?ref_=fn_al_tt_1	['English']	['Spain', 'USA']	['Animation', 'Adventure', 'Comedy']	['nm0000237/', 'nm1415323/', 'nm0261435/', 'nm0910559/', 'nm0000532/', 'nm0513851/', 'nm0314524/', 'nm0046033/', 'nm0841910/', 'nm0002262/']	6.2	nm0003160
136	Wrath of the Titans	Mar	30	2012	150.0	83.670083	305.270083	/title/tt1646987/?ref_=fn_al_tt_1	['English', '']	['USA']	['Action', 'Adventure', 'Fantasy']	['nm0941777/', 'nm0000553/', 'nm0000146/', 'nm1183149/', 'nm1527905/', 'nm0683253/', 'nm0631490/', 'nm0396812/', 'nm2686004/', 'nm4141252/']	6.2	nm0000110
137	Beowulf	Nov	16	2007	150.0	82.195215	194.995215	/title/tt0442933/?ref_=fn_al_tt_1	['English']	['USA', 'Australia']	['Animation', 'Action', 'Adventure']	['nm0000705/', 'nm0000164/', 'nm2954686/', 'nm1401615/', 'nm2833107/', 'nm0552007/', 'nm0287142/', 'nm0048922/', 'nm1083395/', 'nm0719444/']	6.4	nm0201509
138	Dark Shadows	May	11	2012	150.0	79.727149	238.202668	/title/tt1077368/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Fantasy', 'Horror']	['nm0000136/', 'nm0000201/', 'nm0000307/', 'nm1200692/', 'nm0355097/', 'nm0001538/', 'nm2757333/', 'nm1631269/', 'nm3164335/', 'nm4709261/']	5.8	nm0569891
139	White House Down	Jun	28	2013	150.0	73.103784	205.440387	/title/tt2334879/?ref_=fn_al_tt_1	['English', 'Romany', 'Romanian', 'Ukrainian']	['USA']	['Action', 'Drama', 'Thriller']	['nm1475594/', 'nm0004937/', 'nm0350454/', 'nm0164809/', 'nm0420955/', 'nm1428821/', 'nm0000249/', 'nm1288961/', 'nm0801051/', 'nm0614526/']	5.8	nm0004303
140	The Wolfman	Feb	12	2010	150.0	62.189884	142.634358	/title/tt0780653/?ref_=fn_al_tt_1	['English']	['USA', 'UK', 'Australia']	['Drama', 'Fantasy', 'Horror']	['nm0581163/', 'nm2247629/', 'nm1289434/', 'nm0001125/', 'nm3785649/', 'nm2633535/', 'nm0176293/', 'nm0000164/', 'nm0539562/', 'nm0769328/']	5.4	nm0506613
141	Pan	Oct	9	2015	150.0	35.08832	123.88832	/title/tt3332064/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Family', 'Fantasy']	['nm0413168/', 'nm5920962/', 'nm1330560/', 'nm1913734/', 'nm2253821/', 'nm1996829/', 'nm1086543/', 'nm0121755/', 'nm6484968/', 'nm5353321/']	7.0	nm0950775
142	Mars Needs Moms	Mar	11	2011	150.0	21.392758	39.549758	/title/tt1305591/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Adventure', 'Family']	['nm0001293/', 'nm0283945/', 'nm0000349/', 'nm0363699/', 'nm0827565/', 'nm0128731/', 'nm0779866/', 'nm0055444/', 'nm1009115/', 'nm2215245/']	6.6	nm0004306
